unix,open,high,low,close
1641106260,47212.14,47212.14,47191.22,47197.79
1641106200,47217.61,47231.47,47204.27,47215.73
1641106140,47217.61,47217.61,47217.61,47217.61
1641106080,47219.95,47219.95,47219.95,47219.95
1641106020,47226.12,47226.12,47218.22,47219.95
1641105960,47237.94,47237.94,47237.94,47237.94
1641105900,47239,47239,47237.94,47237.94
1641105840,47160.35,47229,47160.35,47206.74
1641105780,47153.35,47165.86,47146.83,47146.83
1641105720,47132.23,47132.23,47132.23,47132.23
1641105660,47141.28,47148.26,47120.02,47132.23
1641105600,47167.25,47167.25,47145.95,47145.95
1641105540,47142.47,47142.47,47142.47,47142.47
1641105480,47136.33,47142.47,47136.33,47142.47
1641105420,47130.12,47130.12,47130.12,47130.12
1641105360,47129.42,47134.75,47129.42,47130.12
1641105300,47157.23,47157.23,47140.8,47142.34
1641105240,47119.85,47156.39,47119.85,47156.39
1641105180,47101.26,47138.11,47101.26,47138.11
1641105120,47122.53,47130,47122.53,47130
1641105060,47096.48,47109.36,47096.48,47109.36
1641105000,47110.63,47110.63,47085.42,47085.42
1641104940,47133.86,47143.31,47124.73,47124.73
1641104880,47109.56,47124.41,47109.56,47124.41
1641104820,47138.97,47138.97,47138.97,47138.97
1641104760,47125.92,47125.92,47125.92,47125.92
1641104700,47133.46,47133.46,47125.88,47125.88
1641104640,47123.7,47138.14,47123.7,47138.14
1641104580,47147.97,47147.97,47147.97,47147.97
1641104520,47132.48,47132.48,47132.48,47132.48
1641104460,47139.37,47154.5,47116.44,47154.5
1641104400,47151.71,47151.71,47124.71,47139.37
1641104340,47157.56,47157.56,47157.56,47157.56
1641104280,47177.58,47177.58,47172.5,47172.5
1641104220,47134.57,47189,47129.63,47182.01
1641104160,47101.37,47111.72,47101.37,47111.72
1641104100,47042.75,47057.97,47042.75,47057.97
1641104040,47059.1,47059.1,47059.1,47059.1
1641103980,47060.5,47069.5,47044.77,47056.92
1641103920,47076.41,47084,47076.41,47084
1641103860,47087.02,47096.96,47073.75,47073.75
1641103800,47082.19,47142.95,47079.43,47127.56
1641103740,47033.14,47055.5,47033.14,47055.5
1641103680,47048.66,47048.66,47048.66,47048.66
1641103620,47036.22,47078.63,47036.22,47062.48
1641103560,47061.63,47061.63,47061.63,47061.63
1641103500,47049.02,47061.63,47049.02,47061.63
1641103440,47035.83,47054.51,47029.81,47049.78
1641103380,47046.24,47049.77,47046.24,47049.77
1641103320,47066.6,47066.6,47046.17,47046.17
1641103260,47064.09,47066.6,47064.09,47066.6
1641103200,47094.24,47096.47,47061.15,47061.15
1641103140,47082.19,47095.1,47082.19,47095.1
1641103080,47055.27,47069.84,47048.39,47069.84
1641103020,47046.09,47046.09,47029.33,47041.96
1641102960,47048.57,47048.57,47048.57,47048.57
1641102900,47046.54,47046.54,47045.38,47045.38
1641102840,47046.4,47046.4,47046.4,47046.4
1641102780,47047.9,47047.9,47047.9,47047.9
1641102720,47069.6,47102.73,47047.9,47047.9
1641102660,46967.36,47082.65,46967.36,47058.01
1641102600,46938.03,46939.5,46938.03,46939.5
1641102540,46959.12,46959.12,46959.12,46959.12
1641102480,46950.28,46959.12,46950.28,46959.12
1641102420,46979.69,46979.69,46959.12,46959.12
1641102360,46983.05,46995.31,46978.23,46978.23
1641102300,46979.46,46979.46,46979.46,46979.46
1641102240,46957.74,46957.74,46957.74,46957.74
1641102180,46956.57,46970.57,46942.68,46970.57
1641102120,46985.96,46985.96,46971.35,46976.22
1641102060,46977.06,46990.66,46977.06,46990.66
1641102000,47015.75,47015.75,46968.3,46968.3
1641101940,47004.04,47004.04,47004.04,47004.04
1641101880,46984.02,47004.04,46984.02,47004.04
1641101820,46983.81,46983.81,46983.81,46983.81
1641101760,46999.46,47015.63,46999.46,47015.63
1641101700,47050.17,47050.17,47003.71,47006.61
1641101640,47026.91,47026.91,47006.7,47009.23
1641101580,47047.66,47047.66,47036,47036.63
1641101520,47066.8,47084.28,47047.66,47050.36
1641101460,47032.87,47042.7,47032.87,47042.7
1641101400,46955.25,47016.49,46953.97,47016.49
1641101340,46925.57,46959.95,46925.57,46959.95
1641101280,46948.51,46967.59,46947.29,46947.29
1641101220,46972.35,46972.35,46972.35,46972.35
1641101160,46967.86,46972.35,46967.86,46972.35
1641101100,46965.47,46967.86,46962.52,46962.52
1641101040,46945.57,46950.66,46945.57,46950.66
1641100980,46943.51,46951.22,46943.51,46951.22
1641100920,46958.23,46958.23,46958.23,46958.23
1641100860,46958.23,46958.23,46958.23,46958.23
1641100800,46941.78,46941.78,46941.78,46941.78
1641100740,46918.08,46941.78,46918.08,46941.78
1641100680,46891.64,46891.64,46891.64,46891.64
1641100620,46889.88,46891.64,46889.88,46891.64
1641100560,46877.35,46877.35,46848.66,46871.92
1641100500,46874.34,46902,46874.34,46898.29
1641100440,46968.92,46968.92,46886.65,46896.98
1641100380,46955.33,46968.92,46955.33,46968.92
1641100320,46969.77,46979.98,46969.77,46979.98
1641100260,46977.56,46986.51,46946.51,46946.51
1641100200,46967.15,46967.15,46967.15,46967.15
1641100140,46989.69,46989.69,46970.91,46975.83
1641100080,46994.43,46994.43,46963.14,46979.24
1641100020,46973.73,47002.1,46971.22,47002.1
1641099960,47002.09,47002.09,46985.47,46985.47
1641099900,46942.97,46958.76,46942.97,46958.76
1641099840,46943.7,46948.39,46917.53,46917.53
1641099780,46941.72,46951.31,46914.19,46919.39
1641099720,46956.38,46977.28,46932.11,46951.85
1641099660,46886.65,46946.76,46886.65,46946.76
1641099600,46918.6,46928.49,46842.57,46879.58
1641099540,46947.33,46947.33,46890.12,46912.64
1641099480,46930.99,46973.05,46930.99,46973.05
1641099420,46881.05,46915.32,46881.05,46913.05
1641099360,46875.07,46875.07,46857.17,46861.58
1641099300,46825.14,46862.67,46825.14,46862.67
1641099240,46809.67,46823.03,46780,46805.05
1641099180,46897.81,46897.81,46787.39,46800.36
1641099120,46903.38,46917.07,46903.38,46917.07
1641099060,46935.09,46935.09,46868.78,46903.81
1641099000,46947.02,46983.75,46929.76,46935.31
1641098940,46959.08,46959.08,46937.79,46949.5
1641098880,46977.87,46977.87,46900.07,46944.3
1641098820,47006.08,47025.67,46998.31,46998.31
1641098760,46983.34,47017.26,46983.34,47017.26
1641098700,47149.76,47149.76,46898.68,46973
1641098640,47174.93,47183.9,47174.93,47183.9
1641098580,47217.17,47223.11,47187.93,47192.07
1641098520,47347.07,47368.42,47140,47210.27
1641098460,47380.92,47380.92,47350.61,47359.71
1641098400,47380.22,47383.53,47380.22,47383.53
1641098340,47388.36,47388.36,47359.72,47359.72
1641098280,47389.94,47389.94,47389.94,47389.94
1641098220,47377.26,47377.26,47377.26,47377.26
1641098160,47358.21,47358.21,47358.21,47358.21
1641098100,47321.7,47321.7,47321.7,47321.7
1641098040,47321.7,47321.7,47321.7,47321.7
1641097980,47335.66,47339.29,47335.58,47335.58
1641097920,47298.47,47328.17,47293.24,47327.57
1641097860,47318.41,47328.19,47298.47,47298.47
1641097800,47319.36,47324.35,47316.91,47316.91
1641097740,47323.36,47323.36,47320.89,47320.89
1641097680,47308.93,47308.93,47308.93,47308.93
1641097620,47334.38,47334.38,47308.93,47308.93
1641097560,47334.54,47340.45,47333.53,47340.45
1641097500,47331.41,47331.41,47331.41,47331.41
1641097440,47331.41,47331.41,47331.41,47331.41
1641097380,47323.65,47333.14,47323.65,47331.41
1641097320,47324.83,47324.83,47319.78,47323.65
1641097260,47329.49,47329.49,47329.49,47329.49
1641097200,47325.39,47348.71,47325.39,47345.39
1641097140,47309.73,47325.51,47307.56,47324.53
1641097080,47346.72,47358.58,47321.26,47321.26
1641097020,47352.42,47353.4,47352.42,47353.4
1641096960,47344.88,47348.74,47344.88,47348.74
1641096900,47373.2,47373.2,47337.74,47363.59
1641096840,47401.89,47401.89,47400.45,47401.88
1641096780,47417.52,47417.52,47417.52,47417.52
1641096720,47417.52,47417.52,47417.52,47417.52
1641096660,47413.13,47418.5,47413.13,47418.5
1641096600,47417.94,47417.94,47417.94,47417.94
1641096540,47436.03,47436.03,47407.74,47407.74
1641096480,47426.71,47426.71,47426.71,47426.71
1641096420,47404.92,47408.38,47400.11,47408.38
1641096360,47374.24,47425.12,47374.24,47417.27
1641096300,47345.22,47345.22,47345.22,47345.22
1641096240,47345.22,47345.22,47345.22,47345.22
1641096180,47340.23,47340.23,47321.35,47321.35
1641096120,47339.12,47339.12,47323.61,47328.12
1641096060,47343,47343,47343,47343
1641096000,47348.29,47350.08,47323.61,47342.8
1641095940,47334.73,47348.29,47334.73,47348.29
1641095880,47344.53,47344.53,47344.53,47344.53
1641095820,47349.37,47349.37,47332.76,47344.53
1641095760,47325.1,47349.43,47325.1,47347.22
1641095700,47325.1,47325.1,47325.1,47325.1
1641095640,47353.86,47353.86,47322.52,47322.52
1641095580,47359.82,47384.19,47359.82,47371.21
1641095520,47353.46,47353.46,47345.36,47350.45
1641095460,47331.78,47347.19,47307.85,47347.19
1641095400,47310.24,47331.4,47310.24,47331.4
1641095340,47316.25,47326.56,47283.82,47287.5
1641095280,47303.46,47316.25,47303.46,47316.25
1641095220,47343.48,47343.48,47300.88,47327.08
1641095160,47345.34,47373.65,47345.34,47358.14
1641095100,47384.93,47387.15,47377.5,47387.15
1641095040,47406.01,47406.01,47406.01,47406.01
1641094980,47417.35,47420.8,47406.01,47406.01
1641094920,47409.33,47409.33,47406.5,47409.33
1641094860,47430.21,47430.21,47419.5,47427.49
1641094800,47445.45,47445.45,47419.5,47435.04
1641094740,47435.89,47444.48,47429.41,47444.48
1641094680,47451.55,47451.55,47451.42,47451.42
1641094620,47446.5,47451.93,47446.5,47451.93
1641094560,47446.54,47446.54,47446.5,47446.5
1641094500,47484.68,47484.68,47447.93,47466.26
1641094440,47421.1,47451.98,47421.1,47451.98
1641094380,47441.44,47442.75,47426.72,47440.97
1641094320,47428.91,47441.88,47428.91,47441.88
1641094260,47394.75,47434.81,47394.75,47434.81
1641094200,47397.65,47397.65,47386.31,47386.31
1641094140,47397.65,47397.65,47392.94,47397.65
1641094080,47376.4,47397.64,47376.4,47397.64
1641094020,47383.34,47383.34,47383.34,47383.34
1641093960,47368.89,47396.81,47365.41,47395.07
1641093900,47346.5,47365.78,47342.76,47365.05
1641093840,47372.32,47372.32,47368.22,47372.31
1641093780,47342.48,47364.48,47342.48,47364.48
1641093720,47338.55,47350.37,47338.55,47350.37
1641093660,47326.73,47337.02,47318.14,47323.68
1641093600,47299.19,47326.73,47299.19,47326.73
1641093540,47294.49,47296.92,47294.18,47294.18
1641093480,47280,47294.46,47277,47294.46
1641093420,47290.84,47298.5,47286.1,47298.5
1641093360,47307.47,47313.75,47302.02,47313.75
1641093300,47324.63,47324.63,47324.63,47324.63
1641093240,47334.41,47334.41,47308.47,47308.47
1641093180,47334.14,47338.55,47334.14,47338.55
1641093120,47345.47,47345.47,47330.93,47330.93
1641093060,47382.93,47382.93,47347.93,47350.3
1641093000,47377.58,47377.58,47367.56,47367.56
1641092940,47393.1,47393.1,47393.1,47393.1
1641092880,47395.58,47401.41,47395,47395
1641092820,47399.37,47403.56,47391.27,47391.27
1641092760,47406.56,47410.65,47406.56,47407.34
1641092700,47390.48,47406.37,47390.48,47406.37
1641092640,47406.37,47406.37,47406.37,47406.37
1641092580,47407.18,47407.18,47383.63,47383.63
1641092520,47398.81,47407.18,47398.81,47407.18
1641092460,47398.81,47398.81,47394.06,47398.78
1641092400,47384.7,47390.52,47384.7,47390.52
1641092340,47386.46,47388.37,47382.73,47387.65
1641092280,47404.76,47410.25,47403.27,47410.25
1641092220,47423.38,47423.38,47405.67,47413.57
1641092160,47432.04,47440.02,47419.53,47437.3
1641092100,47419.45,47419.45,47419.45,47419.45
1641092040,47410.27,47424.94,47410.27,47418.38
1641091980,47409.06,47410.27,47409.06,47410.27
1641091920,47387.86,47405.12,47387.86,47405.12
1641091860,47398.34,47399.7,47383.59,47399.7
1641091800,47385.97,47398.34,47385.97,47398.34
1641091740,47386.15,47386.15,47386.15,47386.15
1641091680,47380.68,47382.27,47380.68,47382.27
1641091620,47381.39,47382.27,47381.01,47381.01
1641091560,47395.9,47395.9,47395.4,47395.4
1641091500,47383.71,47399.31,47383.71,47388.56
1641091440,47386.65,47389.78,47357.65,47359.7
1641091380,47400.06,47400.06,47392.79,47392.79
1641091320,47403.88,47403.88,47375.54,47401.39
1641091260,47411.91,47411.91,47383.07,47403.16
1641091200,47438.65,47448.04,47438.65,47448.04
1641091140,47348.76,47415.26,47329.87,47415.26
1641091080,47343.56,47343.56,47343.56,47343.56
1641091020,47330.92,47340.4,47318.13,47334.16
1641090960,47305.18,47309.5,47293.06,47309.5
1641090900,47323.02,47327.28,47300.62,47300.62
1641090840,47321.99,47321.99,47321.99,47321.99
1641090780,47323.02,47325.99,47323.02,47325.99
1641090720,47312.31,47325.17,47291.14,47325.17
1641090660,47339.34,47339.34,47295.6,47307.73
1641090600,47345.58,47345.58,47339.34,47339.34
1641090540,47333.95,47345.01,47327.47,47345.01
1641090480,47348.55,47348.55,47331.59,47331.59
1641090420,47341.17,47348.99,47341.17,47348.55
1641090360,47357.32,47369.57,47330.72,47330.72
1641090300,47400,47400,47354.96,47360.47
1641090240,47431.8,47436.55,47401.33,47401.33
1641090180,47447.2,47451.37,47436.56,47436.56
1641090120,47417.57,47438.62,47417.57,47422.28
1641090060,47440.09,47440.09,47417.58,47417.58
1641090000,47441.61,47446.47,47440.56,47440.56
1641089940,47424.74,47424.74,47424.74,47424.74
1641089880,47438.58,47439.41,47423.98,47423.98
1641089820,47407.73,47435.28,47407.73,47434.08
1641089760,47418.89,47418.89,47389.54,47389.54
1641089700,47437.93,47459,47437.93,47459
1641089640,47437.93,47437.93,47437.93,47437.93
1641089580,47435.54,47437.35,47409.54,47437.04
1641089520,47437.93,47437.93,47414.5,47433.16
1641089460,47424.85,47444.53,47424.85,47437.92
1641089400,47412.9,47427.48,47405.31,47427.48
1641089340,47391.72,47416.54,47391.72,47398.63
1641089280,47401.44,47401.44,47386.06,47386.06
1641089220,47398.15,47401.43,47394.38,47396.7
1641089160,47394.03,47410.24,47367.18,47394.12
1641089100,47384.2,47410.95,47384.2,47410.95
1641089040,47376.1,47400.72,47374.6,47384.96
1641088980,47360.12,47360.12,47360.12,47360.12
1641088920,47347.65,47367.2,47347.65,47360.12
1641088860,47384.83,47384.83,47340.8,47347.65
1641088800,47381.73,47382.82,47381.2,47382.82
1641088740,47379.21,47383.42,47374.54,47379.21
1641088680,47377.82,47398,47374.54,47374.54
1641088620,47345.2,47377.82,47345.2,47377.82
1641088560,47345.2,47345.2,47345.2,47345.2
1641088500,47354.33,47355.08,47349.89,47349.89
1641088440,47344.38,47357.61,47340.89,47340.89
1641088380,47358.03,47372.12,47358.03,47364.37
1641088320,47351.47,47353.53,47342.94,47353.53
1641088260,47364.27,47364.27,47349.07,47349.07
1641088200,47384.83,47384.83,47384.83,47384.83
1641088140,47381.98,47384.83,47381.98,47384.83
1641088080,47400.64,47400.64,47390.67,47390.67
1641088020,47387.2,47400.64,47387.2,47400.64
1641087960,47395.55,47395.55,47390.09,47390.09
1641087900,47412.43,47412.43,47412.43,47412.43
1641087840,47406.89,47406.89,47405.61,47405.61
1641087780,47415.41,47415.41,47403.04,47403.04
1641087720,47435.92,47435.92,47435.92,47435.92
1641087660,47438.27,47438.27,47410.53,47435.92
1641087600,47431.81,47439.07,47431.8,47439.07
1641087540,47382.97,47426.56,47382.97,47426.56
1641087480,47368.15,47379.5,47365.7,47379.5
1641087420,47360,47372.17,47335.15,47346.54
1641087360,47386.04,47390.78,47386.04,47390.78
1641087300,47445.19,47445.19,47373.25,47373.25
1641087240,47445.19,47445.19,47445.19,47445.19
1641087180,47435.62,47443.17,47432.1,47443.17
1641087120,47467.57,47473.72,47450.34,47450.34
1641087060,47470.8,47486.24,47470.8,47481.36
1641087000,47459.56,47464.39,47459.56,47460.86
1641086940,47466.1,47469.19,47466.1,47469.15
1641086880,47459.72,47466.1,47434.17,47466.1
1641086820,47475.2,47479.25,47473.87,47473.87
1641086760,47476.87,47476.87,47476.74,47476.74
1641086700,47465.97,47468.8,47446.99,47463.98
1641086640,47498.93,47498.93,47469.94,47469.94
1641086580,47461.36,47517.66,47461.36,47517.66
1641086520,47475.88,47487.15,47461.49,47487.15
1641086460,47479.98,47479.98,47471.65,47471.65
1641086400,47464.27,47464.27,47464.27,47464.27
1641086340,47473.81,47497.48,47469.56,47469.56
1641086280,47482.05,47485.76,47461.38,47485.76
1641086220,47497.92,47497.92,47480.27,47480.27
1641086160,47510.11,47510.11,47485.49,47485.49
1641086100,47454.79,47505.87,47451.03,47505.87
1641086040,47518.36,47518.36,47461.39,47462.02
1641085980,47515.57,47522.8,47498.29,47521.7
1641085920,47553.87,47553.87,47525.5,47530.89
1641085860,47570.34,47574.33,47518.95,47518.95
1641085800,47545.32,47558.46,47533.36,47558.46
1641085740,47524.25,47544.28,47522.85,47544.28
1641085680,47529.31,47553.33,47529.31,47536.16
1641085620,47558.74,47569.29,47539.11,47539.11
1641085560,47543.12,47557.11,47529.74,47557.11
1641085500,47562.07,47562.07,47529,47544.45
1641085440,47565.09,47568.9,47565.09,47568.9
1641085380,47554.58,47588.53,47554.58,47586.89
1641085320,47582.47,47585.69,47576.17,47585.69
1641085260,47622.01,47631.19,47599.13,47599.13
1641085200,47657.8,47657.91,47645.7,47645.7
1641085140,47657.91,47657.91,47638.65,47638.65
1641085080,47651.37,47651.37,47638.65,47638.65
1641085020,47622.1,47657,47622.1,47639.82
1641084960,47638.79,47638.79,47628.34,47630.82
1641084900,47653.98,47666.62,47641.41,47666.62
1641084840,47639.22,47642.46,47619.92,47642.46
1641084780,47656.03,47656.03,47629.07,47629.07
1641084720,47646.46,47662.05,47625.91,47630.44
1641084660,47663.99,47663.99,47623.11,47623.11
1641084600,47666.12,47666.12,47665.84,47665.84
1641084540,47675.21,47687.42,47675.21,47686.66
1641084480,47668.94,47668.94,47659.59,47659.59
1641084420,47656.76,47668.85,47640.54,47668.85
1641084360,47640.61,47656.59,47637.89,47656.59
1641084300,47645.72,47645.72,47617.76,47638.02
1641084240,47703.63,47703.63,47655.98,47655.98
1641084180,47693.71,47700.45,47670.73,47700.45
1641084120,47714.63,47714.63,47667.98,47674.06
1641084060,47686.79,47716.3,47667.97,47716.3
1641084000,47668.46,47679,47667.84,47679
1641083940,47679,47679,47674.96,47674.96
1641083880,47657,47679,47620.63,47679
1641083820,47655.96,47679,47655.96,47665.02
1641083760,47633.59,47667.75,47633.59,47656.92
1641083700,47647.63,47647.63,47615.12,47615.12
1641083640,47593.63,47647.62,47588.66,47647.59
1641083580,47523,47592.75,47523,47592.75
1641083520,47510.62,47544.86,47510.62,47525.38
1641083460,47544.84,47544.84,47528.71,47541.5
1641083400,47536.67,47543.44,47534.27,47543.44
1641083340,47554,47554,47540.36,47540.36
1641083280,47522.72,47565.7,47522.72,47537.46
1641083220,47485.3,47485.3,47485.3,47485.3
1641083160,47524.21,47525.62,47464.89,47498.18
1641083100,47544.7,47557.3,47544.18,47545.4
1641083040,47521.49,47562.34,47521.49,47562.34
1641082980,47478.3,47513.29,47475.1,47475.6
1641082920,47512.08,47512.08,47460.74,47460.74
1641082860,47444.75,47467.88,47436.24,47464.98
1641082800,47440,47444.75,47386.91,47443.06
1641082740,47482.97,47482.97,47443.56,47443.56
1641082680,47481.51,47493.9,47460,47493.9
1641082620,47494.96,47514.38,47481.22,47481.22
1641082560,47502.43,47516.83,47485.09,47485.09
1641082500,47525.55,47525.55,47491.31,47491.31
1641082440,47497.52,47514.67,47497.52,47514.67
1641082380,47538.15,47538.15,47480.72,47505.71
1641082320,47550.94,47550.94,47520,47543.47
1641082260,47560.37,47563.87,47534.96,47555.46
1641082200,47588.67,47588.67,47551.4,47557.72
1641082140,47612.19,47625.88,47604.43,47604.43
1641082080,47621.79,47624.71,47597.72,47624.71
1641082020,47599.33,47609.31,47573.73,47587.74
1641081960,47645.54,47645.54,47638.02,47638.02
1641081900,47700.63,47700.63,47640.33,47653.47
1641081840,47705.96,47733.25,47692.92,47692.92
1641081780,47729.42,47729.42,47674.51,47674.51
1641081720,47694.13,47718.59,47694.13,47716.04
1641081660,47729.42,47729.42,47694.09,47694.09
1641081600,47745.25,47784.94,47738,47768.61
1641081540,47732.79,47777.42,47732.79,47777.42
1641081480,47789.33,47793.87,47751.88,47751.88
1641081420,47762.97,47802.61,47762.97,47794.54
1641081360,47747.43,47752.86,47717.66,47752.86
1641081300,47685.8,47774.97,47671.54,47730.18
1641081240,47578.8,47833.48,47578.8,47714.16
1641081180,47549.27,47570.05,47549.27,47570.05
1641081120,47567.1,47568.05,47565.72,47565.72
1641081060,47578.83,47578.83,47576.91,47576.91
1641081000,47583.85,47587.37,47583.85,47587.37
1641080940,47579.2,47594.67,47578.81,47594.67
1641080880,47573.41,47593.41,47573.41,47581.31
1641080820,47557.1,47593.61,47557.05,47583.61
1641080760,47545.04,47549.38,47530.06,47543.57
1641080700,47517.1,47554.9,47517.1,47539.42
1641080640,47540,47551.6,47515.26,47515.26
1641080580,47546.08,47596.16,47546.08,47566.68
1641080520,47544.01,47558.16,47544.01,47558.1
1641080460,47543.39,47543.99,47527.6,47543.99
1641080400,47561.21,47561.21,47537.38,47545.09
1641080340,47572.3,47572.3,47549.53,47549.53
1641080280,47579.71,47579.71,47572.3,47572.3
1641080220,47612.81,47612.81,47567.07,47569.87
1641080160,47543.7,47599,47543.7,47571.74
1641080100,47510.09,47559.8,47495.73,47533.1
1641080040,47460.09,47503.76,47460.09,47495.73
1641079980,47457.08,47471.93,47457.08,47467.24
1641079920,47411.31,47434.97,47379.99,47431.4
1641079860,47421.32,47434.97,47421.32,47423.2
1641079800,47434.98,47435.29,47434.98,47435.29
1641079740,47467.41,47467.41,47467.41,47467.41
1641079680,47446.58,47458.2,47445.78,47453.21
1641079620,47488.59,47498.23,47439.86,47439.86
1641079560,47460.21,47477.99,47460.21,47477.99
1641079500,47481.27,47491.91,47481.27,47491.91
1641079440,47420.48,47420.48,47400.23,47400.23
1641079380,47387.97,47402.23,47387.97,47396.97
1641079320,47393.07,47393.07,47364.53,47375.36
1641079260,47419.27,47419.27,47385.21,47385.21
1641079200,47425.09,47425.36,47425.09,47425.3
1641079140,47433.74,47454.09,47433.74,47449.08
1641079080,47434.66,47434.66,47425.08,47425.08
1641079020,47389.39,47406.63,47389.39,47406.63
1641078960,47360.05,47394.14,47360.05,47394.14
1641078900,47368.9,47368.9,47356.12,47365.23
1641078840,47371.17,47383.64,47348.27,47348.27
1641078780,47396.29,47396.29,47386.73,47386.73
1641078720,47377.63,47423.78,47377.63,47423.78
1641078660,47371.21,47371.21,47371.21,47371.21
1641078600,47400.37,47423.93,47400.37,47423.93
1641078540,47426.3,47426.3,47388.02,47396.13
1641078480,47404.36,47438.2,47404.36,47410.64
1641078420,47407.37,47415.71,47399.97,47415.71
1641078360,47396.36,47418.84,47396.36,47416.78
1641078300,47342.38,47342.38,47323.47,47323.47
1641078240,47369.18,47369.29,47289.15,47328.23
1641078180,47346.77,47346.77,47312.65,47312.65
1641078120,47354.4,47361.24,47348.95,47361.24
1641078060,47421.89,47426.42,47363.64,47363.64
1641078000,47473.26,47473.26,47448.24,47457.19
1641077940,47444.72,47444.72,47444.72,47444.72
1641077880,47458.53,47461.46,47448.24,47448.24
1641077820,47458.51,47487.16,47458.51,47467.49
1641077760,47430.52,47430.52,47430.52,47430.52
1641077700,47471.1,47471.1,47471.1,47471.1
1641077640,47481.73,47481.73,47481.73,47481.73
1641077580,47417.33,47426.78,47414.31,47414.31
1641077520,47450.39,47456.3,47450.39,47454.08
1641077460,47488.99,47488.99,47487.4,47487.4
1641077400,47508.7,47508.7,47508.7,47508.7
1641077340,47464.87,47495.33,47464.87,47489.82
1641077280,47503.34,47503.34,47501.22,47501.22
1641077220,47496.59,47501.39,47494.59,47501.39
1641077160,47466.77,47513.79,47466.77,47513.79
1641077100,47477.59,47486.29,47455.17,47486.29
1641077040,47447.51,47470.99,47447.51,47470.99
1641076980,47448.89,47467.78,47448.89,47465.93
1641076920,47464.46,47467.78,47450.49,47467.78
1641076860,47473.38,47473.38,47463.93,47463.93
1641076800,47471.31,47482.83,47471.31,47482.83
1641076740,47490.4,47494.31,47483.75,47483.75
1641076680,47469.83,47490.39,47469.83,47490.39
1641076620,47469.83,47469.83,47469.83,47469.83
1641076560,47467.65,47469.83,47448.48,47469.83
1641076500,47407.26,47433.43,47407.26,47433.43
1641076440,47410.07,47410.07,47410.07,47410.07
1641076380,47404.5,47404.5,47384.53,47384.53
1641076320,47404.5,47404.5,47404.5,47404.5
1641076260,47414.99,47416.39,47413.4,47415.1
1641076200,47419.44,47419.44,47419.21,47419.21
1641076140,47409.55,47419.44,47409.55,47419.44
1641076080,47408.16,47444.1,47389.84,47389.84
1641076020,47414.18,47433,47401.46,47433
1641075960,47369.95,47407.3,47369.95,47407.3
1641075900,47327.98,47368.32,47322.67,47368.32
1641075840,47305.88,47326.61,47305.88,47326.61
1641075780,47310.74,47310.74,47304.66,47304.66
1641075720,47312.94,47314.08,47310.74,47310.74
1641075660,47309.09,47309.09,47274.17,47302.14
1641075600,47314.72,47314.72,47293.6,47309.09
1641075540,47314.03,47320.59,47314.03,47320.59
1641075480,47302.06,47326.58,47302.06,47303.66
1641075420,47300.9,47300.9,47300.9,47300.9
1641075360,47312.39,47312.39,47300.9,47300.9
1641075300,47266.09,47294.44,47266.09,47294.44
1641075240,47276.73,47303,47271.96,47303
1641075180,47284.03,47291.29,47276.73,47276.73
1641075120,47321.7,47328.3,47229.86,47281.68
1641075060,47332.44,47349.66,47326.12,47341.04
1641075000,47335.94,47335.94,47319.77,47334.01
1641074940,47338.46,47355.65,47332.99,47349.66
1641074880,47315.55,47337.53,47315.55,47321.2
1641074820,47362.49,47362.49,47343.84,47347.66
1641074760,47370.49,47374.06,47370.49,47374.06
1641074700,47367.87,47384.89,47367.87,47384.89
1641074640,47369.86,47372.35,47360,47370.69
1641074580,47369.41,47387.67,47369.41,47387.67
1641074520,47351.53,47379.15,47351.53,47369.41
1641074460,47368.47,47368.47,47335.53,47335.53
1641074400,47342.13,47362.63,47342.13,47362.63
1641074340,47327.51,47327.51,47305.74,47309.72
1641074280,47323.7,47333.09,47323.7,47333.09
1641074220,47340.22,47340.22,47305.35,47305.35
1641074160,47330.49,47346.86,47330.49,47346.86
1641074100,47297.87,47297.87,47295.53,47295.53
1641074040,47313.71,47314.48,47312.7,47314.48
1641073980,47303.06,47310.47,47303.06,47303.14
1641073920,47285.01,47315.24,47285.01,47315.24
1641073860,47313.12,47313.12,47301.78,47306.3
1641073800,47296.33,47313.12,47296.33,47313.12
1641073740,47294.84,47326.34,47289.44,47326.34
1641073680,47402.32,47416.56,47320,47320
1641073620,47440.82,47442.29,47403.36,47403.36
1641073560,47465.25,47465.25,47448.61,47451.81
1641073500,47460.29,47493.82,47460.29,47482.49
1641073440,47483.44,47487.73,47483.44,47487.73
1641073380,47475,47482.45,47475,47482.45
1641073320,47452.67,47474.72,47428.24,47474.72
1641073260,47465.01,47466.93,47465.01,47466.93
1641073200,47458.53,47469.76,47458.53,47469.76
1641073140,47473.97,47473.97,47462.82,47462.82
1641073080,47489.56,47489.56,47461.85,47473.97
1641073020,47483.26,47496.64,47483.26,47489.56
1641072960,47503.31,47503.31,47503.31,47503.31
1641072900,47444.97,47472.59,47419.55,47472.59
1641072840,47470.57,47470.57,47421.04,47448.18
1641072780,47462.9,47471,47460.7,47465.78
1641072720,47388.74,47456.53,47388.74,47418.61
1641072660,47374.79,47381.41,47361.48,47381.41
1641072600,47390.94,47390.94,47390.94,47390.94
1641072540,47368,47387.78,47368,47377.62
1641072480,47387.64,47387.64,47366.65,47384.05
